Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"EPS diluted, Trailing 12 months","EPS diluted, Trailing 12 months - Currency","EPS diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst Rating,Index
KGF.l,KINGFISHER ORD GBP0.157142857,320.9,GBX,-1.2615384615384700,219873,0.026748433737982600,5917397430,GBP,17.459194776931400,0.1838,GBP,-42.5625,3.81538,Retail trade,Neutral,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
MAB1.l,MORTGAGE ADVICE BUREAU (HOLDINGS) PLC,613.2,GBX,-0.45454545454544700,7511,0.054633758876803800,357013823,GBP,32.861736334405100,0.1866,GBP,-42.46068455134140,4.56169,Finance,Strong buy,"FTSE AIM All-Share, FTSE AIM 100, FTSE AIM UK 50"
ESP.l,EMPIRIC STUDENT PROP PLC GBP0.01,96.6,GBX,-0.9230769230769290,176295,0.21122092993999600,588414062,GBP,10.915254237288100,0.0885,GBP,-42.23237597911230,3.58974,Finance,Strong buy,"FTSE 250, FTSE All-Share, FTSE 350"
BIRD.l,BLACKBIRD PLC ORD GBP0.008,7.18,GBX,-0.9655172413793140,2000,0.0026269082353967200,28063095,GBP,,-0.0064,GBP,-42.222222222222200,0,Technology services,,FTSE AIM All-Share
RAT.l,RATHBONES GROUP PLC ORD GBP0.05,1788,GBX,-1.2154696132596700,1322,0.01586080880526840,1880287701,GBP,29.42725477287690,0.6076,GBP,-41.56568570879020,4.80663,Finance,Buy,"FTSE 250, FTSE All-Share, FTSE 350"
VOD.l,VODAFONE GROUP ORD USD0.2095238,75.52,GBX,-0.13224014810897700,3331811,0.05800297930088750,19775553502,GBP,20.861878453038700,0.0362,GBP,-41.51857835218090,10.0968,Communications,Buy,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
WOSG.l,WATCHES OF SWITZERLAND GROUP PLC ORD GBP0.0125,475.8,GBX,-2.058460271716760,46795,0.05208977451956800,1163832456,GBP,19.177750906892400,0.2481,GBP,-41.16670618923410,0,Retail trade,Buy,"FTSE 250, FTSE All-Share, FTSE 350"
WIX.l,WICKES GROUP PLC ORD GBP0.1,172.6,GBX,0,40419,0.05709580551574380,407591825,GBP,14.101307189542500,0.1224,GBP,-40.17595307917890,6.31518,Retail trade,Buy,FTSE All-Share
IGET.l,INVESCO GLOBAL EQTY INCOME TST PLC GLOBAL EQUITY INCOME SHS GBP0.01,299,GBX,1.0135135135135100,3088,0.06065844268091460,366556000,GBP,10.15625,0.2944,GBP,-39.955129512543300,2.48311,Miscellaneous,,FTSE All-Share
FEN.l,FRENKEL TOPPING GROUP ORD GBP0.005,40.2,GBX,-0.7407407407407340,60528,0.7384155930028140,47895035,GBP,31.40625,0.0128,GBP,-39.33649289099530,2.54321,Finance,,FTSE AIM All-Share
AMS.l,ADVANCED MEDICAL SOLUTIONS GROUP ORD GBP0.05,219.801,GBX,-1.213033707865170,18625,0.022790217667686400,476549954,GBP,43.09823529411770,0.051,GBP,-38.775510204081600,1.06067,Health technology,Buy,"FTSE AIM All-Share, FTSE AIM 100, FTSE AIM UK 50"
SOHO.l,TRIPLE POINT SOCIAL HSG REIT PLC ORD GBP0.01,65.9,GBX,2.0123839009288100,172919,0.23716510624419100,254179365,GBP,10.107361963190200,0.0652,GBP,-38.721804511278200,8.45201,Finance,Neutral,FTSE All-Share
AFC.l,AFC ENERGY ORD GBP0.001,11.8998,GBX,-0.8349999999999930,673676,0.3676296483655670,102522932,GBP,,-0.0262,GBP,-38.62433862433860,0,Electronic technology,Strong buy,FTSE AIM All-Share
ABDN.l,ABRDN PLC ORD GBP0.1396825396,162.65,GBX,-2.1948286229705400,443340,0.08473771075265820,2964126143,GBP,9.635663507109010,0.1688,GBP,-38.416636264137200,8.77931,Finance,Sell,"STOXX Europe 600, FTSE 250, FTSE All-Share, FTSE 350"
AURA.l,AURA ENERGY LIMITED ORD NPV (DI),8,GBX,0,213964,1.7067800882569800,70064611.2227623,GBP,,-0.005325207624772600,GBP,-38.131337201452300,0,Non-energy minerals,Strong buy,FTSE AIM All-Share
JIM.l,JARVIS SECURITIES ORD GBP0.0025,46.5,GBX,-2.1052631578947400,14912,1.082839549204140,20799915,GBP,6.719653179190750,0.0692,GBP,-37.71377137713770,11.828,Finance,,FTSE AIM All-Share
KZG.l,KAZERA GLOBAL PLC ORD GBP0.001,1.2,GBX,0,168666,0.052878172941966800,11245979,GBP,,-0.0022,GBP,-37.5,0,Non-energy minerals,,FTSE AIM All-Share
MIN.l,MINOAN GROUP ORD GBP0.01,0.527,GBX,0.38095238095238100,150000,0.4688892014816900,4432884,GBP,,-0.0011,GBP,-37.5,0,Consumer services,,FTSE AIM All-Share
ESCT.l,THE EUROPEAN SMALLER CO'S TST PLC ORD GBP0.015625,178.91,GBX,-0.8259423503325990,29355,0.03141548175916850,711916000,GBP,9.114111054508410,0.1963,GBP,-36.759020618556700,2.60532,Miscellaneous,,"FTSE 250, FTSE All-Share, FTSE 350"
SAG.l,SCIENCE GROUP PLC ORD GBP0.01,465,GBX,0,30214,1.0003642022315700,210055573,GBP,35.49618320610690,0.131,GBP,-36.19094008767660,1.72043,Commercial services,Strong buy,"FTSE AIM All-Share, FTSE AIM 100"
RIO.l,RIO TINTO ORD GBP0.10,5392,GBX,1.5633829346392900,870465,0.23267409740805600,90895091316,GBP,10.313695485845400,5.228,GBP,-36.04032346860130,6.36651,Non-energy minerals,Buy,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
EDV.l,ENDEAVOUR MINING PLC ORD USD0.01,1810,GBX,-0.8762322015334060,25845,0.04447116480726320,4425773243.119720,GBP,,-0.6092152732737480,GBP,-35.980692938452400,3.34464,Non-energy minerals,Strong buy,"FTSE 100, FTSE All-Share, FTSE 350"
FSJ.l,FISHER(JAMES)& SONS PLC ORD GBP0.25,347,GBX,-1.69971671388102,185,0.0092278071238671,177712520,GBP,,-1.0643,GBP,-35.9780247859972,0,Transportation,Buy,FTSE All-Share
SHEL.l,SHELL PLC ORD EUR0.07,2430,GBX,0.24752475247524800,1478651,0.08071781152420950,150288566706,GBP,10.993485342019500,2.2104,GBP,-35.336278266974800,3.27393,Energy minerals,Buy,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
DIG.l,DUNEDIN INCOME GROWTH INVEST TRUST ORD GBP0.25,286.5,GBX,0.17482517482517500,6164,0.024854006902188400,404790000,GBP,18.555699481865300,0.1544,GBP,-35.07148864592090,4.80769,Miscellaneous,,FTSE All-Share
SBTX.l,SKINBIOTHERAPEUTICS PLC ORD GBP0.01,10.925,GBX,2.8235294117647100,273545,0.13150671470511400,24021669,GBP,,-0.0166,GBP,-34.959349593495900,0,Health technology,,FTSE AIM All-Share
GTLY.l,GATELEY HLDGS PLC ORD GBP0.1,139.5,GBX,-0.35714285714285700,1497,0.014022434021029000,186927148,GBP,18.283093053735300,0.0763,GBP,-34.897610921501700,6.78571,Commercial services,Buy,"FTSE AIM All-Share, FTSE AIM 100"
RCH.l,REACH PLC ORD GBP0.10,94.716,GBX,-1.7468879668049900,63083,0.10763874551199500,303346978,GBP,7.252373660030630,0.1306,GBP,-34.732633683158400,7.61411,Consumer services,Buy,FTSE All-Share
ANIC.l,AGRONOMICS LIMITED ORD GBP0.000001,5,GBX,3.305785123966950,359029,0.17628914898794600,48855519,GBP,14.705882352941200,0.0034,GBP,-34.61538461538460,0,Finance,Strong buy,FTSE AIM All-Share
SN.l,SMITH & NEPHEW PLC ORD USD0.20,1150.5,GBX,-1.2446351931330500,65232,0.031309522506743100,10158482535,GBP,41.579327791832300,0.2767,GBP,-34.49337121212120,2.60773,Health technology,Buy,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
VARE.l,VARIOUS EATERIES PLC ORD GBP0.01,18,GBX,0,0,0,31508150,GBP,,-0.0504,GBP,-34.400000000000000,0,Consumer services,,FTSE AIM All-Share
SRE.l,SIRIUS REAL ESTATE LTD ORD NPV,98.25,GBX,-1.700850425212610,125317,0.02352346196762820,1503812868,GBP,13.205645161290300,0.0744,GBP,-34.15929203539820,5.13157,Finance,Strong buy,"FTSE 250, FTSE All-Share, FTSE 350"
BBGI.l,BBGI GLOBAL INFRASTRUCTURE S.A. ORD NPV (DI),132.4,GBX,0.6079027355623190,58178,0.04606277595168070,936030000,GBP,23.558718861210000,0.0562,GBP,-33.56973995271870,6.02584,Finance,Sell,"FTSE 250, FTSE All-Share, FTSE 350"
PETS.l,PETS AT HOME GROUP PLC ORD GBP0.01,306.1,GBX,-0.938511326860834,19828,0.018295026775437900,1415759730,GBP,18.653260207190700,0.1641,GBP,-33.56275303643730,4.14239,Retail trade,Buy,"FTSE 250, FTSE All-Share, FTSE 350"
ALBA.l,ALBA MINERAL RESOURCES ORD GBP0.0001,0.0382,GBX,-4.500000000000010,1655646,0.10383547333765600,3890204,GBP,,-0.0004,GBP,-33.33333333333340,0,Non-energy minerals,,FTSE AIM All-Share
BT.A.l,BT GROUP ORD GBP0.05,149.55,GBX,-0.6642311524410500,1026077,0.06493138106536590,14727036999,GBP,17.78240190249700,0.0841,GBP,-33.09466984884650,5.31385,Communications,Buy,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
SUS.l,S & U ORD GBP0.125,1689,GBX,1.746987951807230,121,0.022995932950701300,201702616,GBP,8.068214388076810,2.0934,GBP,-33.04119754350050,7.22892,Finance,Neutral,FTSE All-Share
IOM.l,IOMART GROUP PLC ORD GBP0.01,112.11,GBX,0.0982142857142852,15879,0.12751994230724400,125741594,GBP,19.912966252220200,0.0563,GBP,-32.976190476190500,4.41071,Technology services,Buy,FTSE AIM All-Share
SSE.l,SSE PLC GBP0.50,1893.5,GBX,-0.9675732217573220,263002,0.09386834839397300,20993532191,GBP,12.085913065679500,1.5667,GBP,-32.382391022874400,3.13808,Utilities,Strong buy,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
EMG.l,MAN GROUP PLC (NEW) ORD USD0.0342857142,214,GBX,-1.4732965009208100,222668,0.0681038178577982,2505905150,GBP,10.234337637494000,0.2091,GBP,-32.1103896103896,5.89319,Finance,Buy,"STOXX Europe 600, FTSE 250, FTSE All-Share, FTSE 350"
EPWN.l,EPWIN GROUP PLC GBP0.0005,105.5,GBX,-0.4716981132075470,42182,0.188690555004849,148071637,GBP,16.907051282051300,0.0624,GBP,-32.10010881392820,4.5283,Non-energy minerals,Strong buy,FTSE AIM All-Share
OPG.l,OPG POWER VENTURE PLC ORD GBP0.000147,10,GBX,0,104602,0.36998286651301700,40073350,GBP,9.803921568627450,0.0102,GBP,-32.000000000000000,0,Utilities,,FTSE AIM All-Share
SDR.l,SCHRODERS PLC ORD GBP0.20,350,GBX,-1.1299435028248600,287509,0.1320299257238960,5676289253,GBP,14.893617021276600,0.235,GBP,-31.56668608037270,6.07345,Finance,Neutral,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
CEY.l,CENTAMIN PLC ORD NPV (DI),151.4013,GBX,-1.1095362508164600,459928,0.04965122649631470,1776612079,GBP,26.70216931216930,0.0567,GBP,-31.438935912938300,2.14252,Non-energy minerals,Strong buy,"FTSE 250, FTSE All-Share, FTSE 350"
PEN.l,PENNANT INTERNATIONAL GROUP ORD GBP0.05,25,GBX,0,19599,0.37425169710799400,10808534,GBP,,-0.026,GBP,-31.313131313131300,0,Technology services,,FTSE AIM All-Share
KMR.l,KENMARE RESOURCES ORD EUR0.001 (CDI),329,GBX,0.6116207951070340,5551,0.05307192866888030,291776097,GBP,4.587283881762410,0.7172,GBP,-30.818944728465300,13.7696,Non-energy minerals,Buy,FTSE All-Share
MPE.l,M.P. EVANS GROUP ORD GBP0.10,962,GBX,0,2368,0.03290890847487780,507909968,GBP,9.855547587337360,0.9761,GBP,-30.48711009827660,4.67776,Process industries,Strong buy,"FTSE AIM All-Share, FTSE AIM 100, FTSE AIM UK 50"
TRY.l,TR PROPERTY INVESTMENT TRUST ORD GBP0.25,351.7537,GBX,-1.0538115330520400,61017,0.07569534092242700,1128180000,GBP,5.6853677064813300,0.6187,GBP,-30.295178008111800,4.41632,Miscellaneous,Strong buy,"FTSE 250, FTSE All-Share, FTSE 350"
GTC.l,GETECH GROUP ORD GBP0.0025,2.344,GBX,-11.547169811320800,155000,2.0486034472048200,4040571,GBP,,-0.0465,GBP,-30.252100840336100,0,Electronic technology,,FTSE AIM All-Share
LSEG.l,LONDON STOCK EXCHANGE GROUP ORD GBP0.06918604,10200,GBX,-0.6332196785192400,67473,0.06825548773696530,54414368591,GBP,86.06142423219710,1.1852,GBP,-30.03541912632820,1.17194,Technology services,Buy,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
DWHT.l,DEWHURST GROUP PLC ORD GBP0.10,1195,GBX,0,1390,3.9298840825558400,78331668,GBP,18.85750355057600,0.6337,GBP,-29.690447131920600,1.33891,Electronic technology,Strong buy,FTSE AIM All-Share
DWHA.l,DEWHURST GROUP PLC 'A'NON.V ORD GBP0.1,575,GBX,0,0,0,78331668,GBP,9.073694177055390,0.6337,GBP,-29.690447131920600,2.78261,Electronic technology,Strong buy,FTSE AIM All-Share
FRAN.l,FRANCHISE BRANDS PLC ORD GBP0.005,150.32,GBX,-1.1052631578947400,10052,0.0026962473504917200,294551787,GBP,37.30024813895780,0.0403,GBP,-29.54545454545450,1.44737,Commercial services,Strong buy,"FTSE AIM All-Share, FTSE AIM 100"
PEBB.l,THE PEBBLE GROUP PLC ORD GBP0.01,55,GBX,0,3637,0.04790354488866410,91045823,GBP,15.942028985507200,0.0345,GBP,-28.274428274428300,2.18182,Commercial services,Strong buy,FTSE AIM All-Share
TET.l,TREATT ORD GBP0.02,440,GBX,-0.9009009009009010,6507,0.19079369826623200,271771349,GBP,23.796646836127600,0.1849,GBP,-27.914230019493200,1.81532,Process industries,Buy,FTSE All-Share
AIE.l,ASHOKA INDIA EQUITY INV TRUST PLC ORD GBP0.01,288.7296,GBX,-0.7802061855670090,76796,0.24745013201249900,469185000,GBP,6.1575943698016600,0.4689,GBP,-26.261990879069000,0,Miscellaneous,,FTSE All-Share
CBOX.l,CAKE BOX HOLDINGS PLC ORD GBP0.01,174.052,GBX,-0.54171428571429,9,0.00027069134569691000,70000000,GBP,14.940085836909900,0.1165,GBP,-26.172370088719900,5.14286,Consumer non-durables,,FTSE AIM All-Share
VTY.l,VISTRY GROUP PLC GBP0.50,1331,GBX,-1.261127596439170,68753,0.07458879769623430,4470751192,GBP,18.280455981321200,0.7281,GBP,-26.05118829981720,0,Consumer durables,Buy,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
CTPE.l,CT PRIVATE EQUITY TRUST PLC ORD GBP0.01,455.878,GBX,1.306222222222220,2634,0.02945830933461580,321763000,GBP,12.337699594046000,0.3695,GBP,-25.77340297308160,6.23111,Finance,,FTSE All-Share
VSVS.l,VESUVIUS PLC ORD GBP0.10,392,GBX,-1.631116687578420,46349,0.10114961693257100,1029869094.0000000,GBP,10.200364298725000,0.3843,GBP,-25.40760869565220,5.84693,Producer manufacturing,Buy,"FTSE 250, FTSE All-Share, FTSE 350"
SOM.l,SOMERO ENTERPRISES INC COM STK USD0.001 (DI),290,GBX,0,1278,0.015745392809357500,159308290,GBP,8.552049542907700,0.3391,GBP,-25.3412593571114,8.47762,Producer manufacturing,,"FTSE AIM All-Share, FTSE AIM 100"
RBD.l,REABOLD RESOURCES PLC ORD GBP0.001,0.0625,GBX,0,22747018,1.4357919335572500,6371508,GBP,,-0.0005,GBP,-25.000000000000000,0,Energy minerals,,FTSE AIM All-Share
PHE.l,POWERHOUSE ENERGY GROUP PLC ORD GBP0.005,1.075,GBX,4.87804878048781,2425097,0.5739290167424850,43015708,GBP,,-0.0005,GBP,-25.000000000000000,0,Utilities,,FTSE AIM All-Share
CLIG.l,CITY OF LONDON INVESTMENT GROUP ORD GBP0.01,385,GBX,0.5221932114882510,41787,0.83193141796854,185409594,GBP,14.097400219699700,0.2731,GBP,-24.95190986534760,8.61619,Miscellaneous,,FTSE All-Share
BRBY.l,BURBERRY GROUP ORD GBP0.0005,703.6,GBX,-0.9014084507042220,445217,0.12327222998397200,2532453482,GBP,9.584525269036920,0.7341,GBP,-24.892572130141200,8.59155,Consumer non-durables,Neutral,"STOXX Europe 600, FTSE 250, FTSE All-Share, FTSE 350"
KETL.l,STRIX GROUP PLC ORD GBP0.01,69.75,GBX,0.6493506493506540,16417,0.022859744737259800,159292942,GBP,9.438430311231400,0.0739,GBP,-24.745417515275000,5.98846,Electronic technology,Buy,"FTSE AIM All-Share, FTSE AIM 100"
GFTU.l,GRAFTON GROUP PLC UT (1 ORD EUR0.05) (CDI),1042,GBX,-1.7351942663146100,28063,0.05360967958172870,2113879618,GBP,16.34253450439150,0.6376,GBP,-24.194507192961600,3.39495,Retail trade,Strong buy,"STOXX Europe 600, FTSE 250, FTSE All-Share, FTSE 350"
PGH.l,PERSONAL GROUP HLDGS ORD GBP0.05,171.988,GBX,0.8727272727272730,2010,0.06452399907547700,53130279,GBP,11.558333333333300,0.1488,GBP,-23.92638036809820,6.86217,Finance,Strong buy,FTSE AIM All-Share
RHIM.l,RHI MAGNESITA N.V. ORD EUR1.00 (DI),3400,GBX,-1.4492753623188400,646,0.03799329530082930,1628027184,GBP,10.306778222383900,3.2988,GBP,-23.568118628359600,4.5722,Non-energy minerals,Buy,"FTSE 250, FTSE All-Share, FTSE 350"
ANP.l,ANPARIO ORD GBP0.23,339,GBX,5.9375,26538,0.8168956855791960,65002021,GBP,20.082938388625600,0.1688,GBP,-23.202911737943600,3.34375,Process industries,Strong buy,FTSE AIM All-Share
HLN.l,HALEON PLC ORD GBP0.01,396,GBX,-0.15128593040847800,835577,0.04233195316187990,36145675457,GBP,33.55932203389830,0.118,GBP,-23.026744944553200,1.56329,Distribution services,Buy,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
AEP.l,ANGLO-EASTERN PLANTATIONS ORD GBP0.25,622,GBX,-0.6389776357827480,5376,0.39443564007747800,247198608,GBP,4.788667333897910,1.2989,GBP,-21.992673112726000,3.81089,Process industries,,FTSE All-Share
IPX.l,IMPAX ASSET MANAGEMENT GROUP PLC ORD GBP0.01,387,GBX,-0.25773195876288700,13953,0.07140079214811330,498553432,GBP,12.475822050290100,0.3102,GBP,-20.927861330614300,7.1134,Finance,Buy,"FTSE AIM All-Share, FTSE AIM 100, FTSE AIM UK 50"
TATE.l,TATE & LYLE ORD GBP0.2916666667,679.5,GBX,-0.7304601899196490,52700,0.06061803014867060,2607146713,GBP,14.609761341647000,0.4651,GBP,-20.536477020331500,2.79036,Consumer non-durables,Buy,"STOXX Europe 600, FTSE 250, FTSE All-Share, FTSE 350"
GDP.l,GOLDPLAT ORD GBP0.01,7.545,GBX,-1.3725490196078500,16317,0.05343639196119120,12835374,GBP,5.715909090909090,0.0132,GBP,-20.481927710843400,0,Non-energy minerals,,FTSE AIM All-Share
DSCV.l,DISCOVERIE GROUP PLC ORD GBP0.05,600,GBX,-0.8264462809917360,11493,0.0398652496980536,578784167,GBP,38.046924540266300,0.1577,GBP,-20.47402924861320,1.98347,Producer manufacturing,Buy,"FTSE 250, FTSE All-Share, FTSE 350"
AEO.l,AEOREMA COMMUNICATIONS PLC ORD GBP0.125,55.2,GBX,1.2844036697247800,1821,1.139906103286390,5198210,GBP,19.166666666666700,0.0288,GBP,-20.44198895027630,5.50459,Commercial services,,FTSE AIM All-Share
RS1.l,RS GROUP PLC ORD GBP0.10,831,GBX,-1.0714285714285700,14381,0.015610173130616400,3979064285,GBP,21.44516129032260,0.3875,GBP,-20.267489711934200,2.61905,Distribution services,Buy,"STOXX Europe 600, FTSE 250, FTSE All-Share, FTSE 350"
BIOM.l,BIOME TECHNOLOGIES ORD GBP0.05,7,GBX,0,10754,0.6069465295571780,3608907,GBP,,-0.3434,GBP,-19.735006973500700,0,Producer manufacturing,,FTSE AIM All-Share
BIG.l,BIG TECHNOLOGIES PLC ORD GBP0.01,128.84,GBX,3.0720000000000000,54762,0.07360808379724270,373210907,GBP,31.81234567901240,0.0405,GBP,-19.64285714285710,0,Electronic technology,Strong buy,"FTSE AIM All-Share, FTSE AIM 100, FTSE AIM UK 50"
CVSG.l,CVS GROUP PLC ORD GBP0.002,1110,GBX,-0.1798561151079140,29168,0.06757071376662950,797727219,GBP,38.43490304709140,0.2888,GBP,-19.59910913140310,0.67446,Health services,Buy,"FTSE AIM All-Share, FTSE AIM 100, FTSE AIM UK 50"
PCIP.l,PCI-PAL PLC ORD GBP0.01,48.5,GBX,0,28000,0.3813981237936580,35122531,GBP,,-0.0575,GBP,-19.542619542619600,0,Finance,,FTSE AIM All-Share
ING.l,INGENTA PLC ORD GBP0.10,92.88,GBX,0.9565217391304300,12,0.000405569825604975,13349380,GBP,10.062838569880800,0.0923,GBP,-19.458987783595100,4.45652,Technology services,,FTSE AIM All-Share
RSW.l,RENISHAW PLC ORD GBP0.20,3720,GBX,-1.5873015873015900,16841,0.3254481893671340,2751406896,GBP,27.919543680576400,1.3324,GBP,-19.434030717136300,2.01587,Producer manufacturing,Neutral,"FTSE 250, FTSE All-Share, FTSE 350"
HOC.l,HOCHSCHILD MINING PLC ORD GBP0.01,184.8,GBX,-1.28205128205127,122727,0.0968617998598299,963066180,GBP,41.25000000000000,0.0448,GBP,-18.39708561020040,0,Non-energy minerals,Strong buy,"FTSE 250, FTSE All-Share, FTSE 350"
N91.l,NINETY ONE PLC ORD GBP0.0001,176.2,GBX,-0.2829654782116580,50071,0.14623757538444600,3170002197,GBP,9.60741548527808,0.1834,GBP,-18.015198927134600,6.96095,Finance,Neutral,"FTSE 250, FTSE All-Share, FTSE 350"
HWDN.l,HOWDEN JOINERY GROUP PLC ORD GBP0.10,908.5,GBX,-0.9269356597600870,208385,0.16498348700439800,5031335128,GBP,19.60086299892130,0.4635,GBP,-17.5413627468422,2.29008,Consumer durables,Buy,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
CPX.l,CAP-XX LTD ORD NPV,0.1901,GBX,-2.5128205128205200,6354686,0.11006233029494200,5836792,GBP,,-0.0055,GBP,-17.02127659574470,0,Electronic technology,,FTSE AIM All-Share
3IN.l,3I INFRASTRUCTURE PLC ORD NPV,343,GBX,0.5865102639296190,66586,0.06657726506282380,3145210000,GBP,9.117490696438070,0.3762,GBP,-16.990291262135900,3.48974,Finance,Buy,"FTSE 250, FTSE All-Share, FTSE 350"
NIOX.l,NIOX GROUP PLC ORD GBP0.0008,68.2,GBX,0.8875739644970540,1981,0.002409506665369270,286274942,GBP,26.332046332046300,0.0259,GBP,-16.987179487179500,1.47929,Health services,Buy,"FTSE AIM All-Share, FTSE AIM 100, FTSE AIM UK 50"
MOS.l,MOBILE STREAMS ORD GBP0.0001,0.2187,GBX,0.5517241379310380,8404181,0.07348253209364410,16604203.000000000,GBP,,-0.0007,GBP,-16.66666666666670,0,Retail trade,,FTSE AIM All-Share
PAY.l,PAYPOINT ORD GBP0.0033,682.36,GBX,-0.6754002911208130,4019,0.04057579465558530,495994735,GBP,14.069278350515500,0.485,GBP,-15.180132913606200,5.56041,Finance,Buy,FTSE All-Share
TCF.l,THERACRYF PLC ORD GBP0.0025,0.75,GBX,0,766485,0.6601626383181910,3205102,GBP,,-0.0114,GBP,-15.151515151515100,0,Health services,,FTSE AIM All-Share
IGG.l,IG GROUP HLDGS ORD GBP0.00005,911.5,GBX,-0.7621121393576480,68298,0.04195128447169810,3312029919,GBP,11.624792756026000,0.7841,GBP,-14.901237247666600,4.95373,Finance,Strong buy,"STOXX Europe 600, FTSE 250, FTSE All-Share, FTSE 350"
TSCO.l,TESCO ORD GBP0.0633333,359.1,GBX,-0.4435819240365860,813986,0.04713434168703930,24469679321,GBP,21.578819156312100,0.1664,GBP,-14.315139031925900,3.35459,Retail trade,Buy,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
POLR.l,POLAR CAPITAL HLDGS PLC ORD GBP0.025,533.9499,GBX,-2.385758683729440,8890,0.10272029690672100,527036349,GBP,12.7861566091954,0.4176,GBP,-14.232902033271700,8.40951,Finance,Buy,"FTSE AIM All-Share, FTSE AIM 100, FTSE AIM UK 50"
SPX.l,SPIRAX GROUP PLC ORD GBP0.269230769,7535,GBX,-1.4388489208633100,8225,0.05086734230041600,5623061990,GBP,28.99526686420130,2.5987,GBP,-13.893306825712400,2.09287,Producer manufacturing,Neutral,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
BOWL.l,HOLLYWOOD BOWL GROUP PLC ORD GBP0.01,311,GBX,-0.9554140127388540,1651,0.004320752119680910,538775645,GBP,15.282555282555300,0.2035,GBP,-13.734633319203100,4.85669,Consumer services,Strong buy,"FTSE 250, FTSE All-Share, FTSE 350"
PRSR.l,PRS REIT PLC (THE) ORD GBP0.01,103.2,GBX,-1.7142857142857100,79120,0.034671793698270000,576714012,GBP,9.772727272727270,0.1056,GBP,-13.513513513513500,2.85714,Finance,Buy,FTSE All-Share
BME.l,B & M EUROPEAN VALUE RETAIL SA ORD GBP0.1 (DI),422.4,GBX,-1.1235955056179800,184104,0.047294116051330800,4284860162,GBP,11.5630988228853,0.3653,GBP,-13.271604938271600,3.44101,Retail trade,Buy,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
GOOD.l,GOOD ENERGY GROUP ORD GBP0.05,259,GBX,1.5686274509803900,5245,0.16372921778327200,45838064,GBP,,-0.3816,GBP,-12.799290570499600,1.27451,Utilities,Strong buy,FTSE AIM All-Share
LWI.l,LOWLAND INVESTMENT COMPANY PLC ORD GBP0.025,129.125,GBX,0.87890625,11966,0.0385659748576659,345838000,GBP,12.170122525918900,0.1061,GBP,-12.746710526315800,5,Miscellaneous,,FTSE All-Share
MGAM.l,MORGAN ADVANCED MATERIALS PLC ORD GBP0.25,275.5,GBX,-1.607142857142860,13777,0.011812496741853300,796678685,GBP,11.351462711166000,0.2427,GBP,-12.065217391304400,4.28571,Process industries,Buy,"FTSE 250, FTSE All-Share, FTSE 350"
